id,"name","code","conversion_code",community_id,ps_x,ps_y,ps_size,"name_ar","name_de","name_el","name_en","name_es","name_fr","name_he","name_hi","name_it","name_ja","name_ko","name_nl","name_ru","name_pt","name_tr","name_zh_cn"
1281,"Rubbers & Articles Thereof","40",NULL,316,NULL,NULL,NULL,"المطاط ومصنوعاته","Beläge und Waren daraus","Λάστιχα και τεχνουργήματα","Rubbers & Articles Thereof","Caucho y manufacturas de estas materias","Caoutchoucs et ouvrages","קונדומים ופריטים מהם","घिसने और लेख तत्संबंधी","Gomme e lavori di zinco","そのゴム＆記事","고무 및 그 제품","Rubbers & werken daarvan","Резины и изделия из него","Borrachas e suas obras","Kauçuk ve Makaleler bunların aksam","橡胶及制品"
1282,"Raw hides & Skins & Leather","41",NULL,406,NULL,NULL,NULL,"الجلود الخام، الجلود وجلود","Häute, Felle und Leder","Ακατέργαστα δέρματα, Δέρματα & Δερμάτινα","Raw hides, Skins & Leather","Cueros, Pieles y Cueros","Cuirs, peaux et cuirs","עורות גלם, עורות ועור","कच्चे खाल, खाल एवं चमड़ा","Pelli grezze, pelli e cuoio","原皮、スキン＆レザー","원피, 스킨 및 가죽","Huiden, Skins & Leather","Сырье шкур и кожи","Peles, peles e couro","Ham postlar, Skins ve Deri","生皮，兽皮和皮革"
1283,"Articles of Leather, Saddlery & Harness, Travel Goods, Handbags, Articles of Gut","42",NULL,406,NULL,NULL,NULL,"الجلود والسروج، حقائب اليد، والفن. من مصارين","Leder, Sattlerei, Handtaschen, Kunst. von Gut","Δέρμα, είδη σαγματοποιίας, τσάντες, Art. της Gut","Leather, Saddlery, Handbags, Art. of Gut","Cuero, artículos de guarnicionería, bolsos, art. de Gut","Cuir, sellerie, sacs à main, art. de Gut","עור, Saddlery, תיקים, אמנות. ממעי","चमड़ा, काठी, हैंडबैग, कला. आंत की","In pelle, selleria, borse, art. di Gut","レザー、馬具、ハンドバッグ、アート。腸の","가죽, 마구, 핸드백, 예술. 창자의","Leder, Zadel, Handbags, art. van Gut","Кожа, Saddlery, сумки, ст. ГУТ","Couro, Selaria, bolsas, art. de Gut","Deri, Saraciye, Çanta, Sanat. Gut","皮革，马具，手袋，艺术。肠道"
1284,"Furskins & Artificial Fur, Manufactures","43",NULL,406,NULL,NULL,NULL," جلود بفراء وArtif. الفراء، المصنوعات"," Pelzfelle & Artif. Pelz, Betriebe"," Γουνοδέρματα & Artif. Γούνας, Κατασκευές"," Furskins & Artif. Fur, Manufactures"," Peletería y Artif. Piel, Manufacturas"," Pelleteries et Artif. Fourrure, Fabrique"," עורות פרווה וArtif. פרווה, יצרן"," Furskins और artif. फर, विनिर्माण"," Pelli & Artif. Pelliccia, Manifatture"," 毛皮＆ARTIF。毛皮、工業"," 모피 & ARTIF. 모피 제조,"," Pelterijen & Artif. Bont, Fabrikanten"," Натуральный и Artif. Меха, Производитель"," Peles com pêlo e Artif. Fur, Fabrica"," Kürkler ve Artif. Kürk, Marka"," 毛皮ARTIF。毛皮，制造商"
1285,"Wood & Articles of Wood, Wood Charcoal","44",NULL,506,NULL,NULL,NULL," الخشب ومصنوعات من الخشب"," Holz und Waren aus Holz"," Ξύλο και τεχνουργήματα από ξύλο"," Wood & Articles of Wood"," Madera y Manufacturas de Madera"," Bois et articles en bois"," עץ ומוצרים מעץ"," लकड़ी और लकड़ी के लेख"," Legno e lavori di legno"," ウッド＆ウッドの記事"," 목재 및 나무의 기사"," Hout en houtwaren"," Древесина и изделия из древесины"," Madeira e obras de madeira"," Ahşap ve Ahşap Makaleler"," 木材及木制品"
1286,"Cork & Articles of Cork","45",NULL,506,NULL,NULL,NULL,"الفلين ومصنوعاته","Cork & Kork","Cork & τεχνουργήματα από φελλό","Cork & Articles of Cork","Corcho y artículos de corcho","Cork & ouvrages en liège","קורק ומאמרים של קורק","कॉर्क और कॉर्क के लेख","Sughero e lavori di sughero","コー​​クのコーク＆記事","코르크 및 코르크의 기사","Cork & Artikelen van Cork","Корк и изделия из нее","Cork & artigos de cortiça","Cork & Cork Makaleler","软木及软木制品"
1287,"Manu. of Straw, Esparto, or Other Plaiting Materials, Basketware and Wickerwork","46",NULL,506,NULL,NULL,NULL,"مجمدة تصنيع. من القش، الحلفا، السلال","Hersteller-Nr. Von Stroh, Esparto, Korbwaren","Μάρκες. Από άχυρο, Σπάρτο, καλάθια","Manuf. Of Straw, Esparto, Basketware","Fabrica. De Esparteria, Cestería","Constr. De sparterie, vannerie","Manuf. של קש, Esparto, Basketware","Manuf. स्ट्रॉ, Esparto, Basketware की","Manif. Di Paglia, Sparto, Basketware","MANUF。わら、エスパルト、バスケットウェアの","증명할. 밀짚, 아프리카 수염, Basketware의","Manuf. Van Stro, Esparto, Mandenwerk","Произв. Из соломы, альфы, Корзиночный","Facturação. De palha, esparto, cestaria","İmalat. Straw, Esparto, sepet Of","│。稻草，秸秆，针茅，编篮"
1288,"Pulp of Wood, Waste & Scrap of Paper","47",NULL,506,NULL,NULL,NULL,"اللب من الخشب، النفايات والخردة من ورق","Halbstoffe aus Holz, Abfälle und Schrott von Papier","Πολτοί από ξύλο, απόβλητα και απορρίμματα της παραγωγής χαρτιού","Pulp of Wood, Waste & Scrap of Paper","Pasta de Madera, Residuos y Desechos de Papel","Pâte de bois, déchets et rebuts de papier","עיסה של עץ, פסולת וגרוטאות של נייר","लकड़ी, अपशिष्ट और कागज के स्क्रैप की लुगदी","Paste di legno, rifiuti e residui di carta","紙の木材、くずのパルプ","목재, 폐기물 및 종이의 스크랩 펄프","Pulp van Hout, Afval & Scrap papier","Масса из древесины, отходов и клочок бумаги","Polpa de madeira, resíduos e sucata de papel","Ahşap, Atık ve Kağıt Hurda hamuru","纸浆，木材，纸废碎料"
1289,"Paper & Paperboard, Articles of Paper Pulp","48",NULL,506,NULL,NULL,NULL,"ورق وورق مقوى، مصنوعات من عجينة الورق","Papier & Pappe, Waren aus Papierhalbstoff","Χαρτί και χαρτόνια, τεχνουργήματα από χαρτόμαζα","Paper & Paperboard, Articles of Paper Pulp","Papel y cartón, manufacturas de pasta de papel","Papier et carton, articles en pâte à papier","נייר וקרטון, מאמרים של עיסת נייר","कागज और paperboard, पेपर पल्प के लेख","Carta e cartone, lavori di pasta di carta","紙＆板紙、製紙用パルプの記事","종이 및 판지, 종이 펄프의 기사","Papier & Karton, artikelen van papier Pulp","Бумага и картон, изделия из бумажной массы","Papel e papelão, artigos de pasta de papel","Kağıt ve Karton, Kağıt Selüloz Makaleler","纸和纸板，纸浆，纸"
1290,"Printed Books, Newspapers, Pictures, Manuscripts, Typescripts & Plans","49",NULL,506,NULL,NULL,NULL,"كتب، صحف، صور","Bücher, Zeitungen, Bilder","Βιβλία, Εφημερίδες, Εικόνες","Books, Newspapers, Pictures","Libros, De La Prensa","Livres, journaux, images","ספרים, עיתונים, תמונות","किताबें, समाचार पत्र, चित्र","Libri, giornali, foto","本、新聞、写真","책, 신문, 사진","Boeken, kranten, foto's","Книги, газеты, репродукции","Livros, jornais, gravuras","Kitaplar, Gazeteler, Resimler","书籍，报纸，印刷图画"
1291,"Silk, Inc. Yarns & Woven Fabrics Thereof","50",NULL,416,NULL,NULL,NULL,"الحرير، وخيوط وأقمشة منسوجة","Seide, Wolle & Woven Fabrics","Silk, & Νήματα Υφαντά","Silk, Yarns & Woven Fabrics","Seda, hilos y telas tejidas","Soie, Fils et Tissus","משי, חוטים ובדים ארוגים","रेशम, सूत और बुने हुए कपड़े","Di seta, filati e tessuti","シルク、糸＆織布","실크, 원사 및 직물","Zijde, Yarns & Woven Fabrics","Шелк, пряжа и хлопчатобумажных тканей","Seda, Fios & Tecidos","Ipek, İplik ve Dokuma Kumaş","丝绸，纱线及梭织面料"
1292,"Wool & Fine or Coarse Animal Hair, Inc. Yarns & Woven Fabrics Thereof","51",NULL,416,NULL,NULL,NULL," صوف، وبر، خيوط، أقمشة منسوجة"," Wolle Tierhaare, Garne, Gewebe,"," Μαλλί, τρίχες ζώων, Νήματα, Υφαντά"," Wool, Animal Hair, Yarns, Woven Fabrics"," Lana y pelo, hilados, tejidos"," Laine, poils, fils, tissus"," צמר, שיער בעלי חיים, חוטים, בדים ארוגים"," ऊन, पशु बाल, सूत, बुने हुए कपड़े"," Lana, pelo animale, filati, tessuti"," ウール、動物の毛、糸、織布"," 양모, 동물 머리, 원사, 직물"," Wol, dierlijk haar, garen, weefsels"," Шерсть, шерсть животных, пряжа, ткани"," Lã, pêlos animais, fios, tecidos"," Yün, hayvan kılı, İplik, Dokuma Kumaş"," 羊毛，动物毛，纱，织物"
1293,"Cotton, Inc. Yarns & Woven Fabrics Thereof","52",NULL,416,NULL,NULL,NULL,"القطن والغزول والأقمشة المنسوجة أرضها","Baumwolle, Garne, Gewebe, davon","Βαμβάκι, Νήματα, Υφαντά Αυτών","Cotton, Yarns, Woven Fabrics Thereof","Algodón, Hilados, tejidos Cordeleria","Coton, fils, tissus tissés en ces","מזה כותנה, חוטים, בדים ארוגים","कॉटन, यार्न, बुने हुए कपड़े तत्संबंधी","Cotone, filati, tessuti Thereof","綿、糸、織布、その","면화, 원사, 직물 그것으로","Katoen, garens, weefsels Thereof","Хлопок, пряжа, ткани из него","Algodão, fios, tecidos Thereof","Pamuk, İplik, Dokuma Kumaş bunların aksam","棉花，纱线及其机织物"
1294,"Veg. Textile Fibers Nesoi, Yarns & Woven Etc.","53",NULL,416,NULL,NULL,NULL," الخضار. النص. ألياف أخر، خيوط، ونسج الخ"," Veg. Text. Fibers nesoi, Garne, Gewebe & Etc"," Veg. Κείμενο. Fibers Nesoi, Νήματα, υφάσματα και κ.λπ."," Veg. Text. Fibers Nesoi, Yarns, & Woven Etc."," Veg. Texto. Las demás fibras, hilados, tejido y Etc."," Veg. Texte. Fibres NDNCA, Fils, et tissés Etc"," וועג. טקסט. Nesoi סיבים, חוטים, וארוג וכו '"," शाकाहारी. पाठ. फाइबर Nesoi, सूत, और बुना आदि"," Veg. Testo. Fibre Nesoi, Filati, Tessuti & Etc."," 野菜。テキスト。繊維ものに限る、糸、織＆等"," 채식. 텍스트입니다. 섬유 조제, 원사 및 직물 등"," Veg. Tekst. Vezels Nesoi, Yarns, & Woven Etc"," Овощей. Text. Волокон прочие, пряжа, ткани и т.д."," Veg. Texto. Fibras Nesoi, Fios e Tecidos Etc."," Sebze. Metin. Elyaf Nesoi, İplik, Dokuma ve Etc"," 吃素。文本。纤维进口商，纱线及梭织等"
1295,"Man-Made Filaments, Inc. Yarns & Woven Etc.","54",NULL,416,NULL,NULL,NULL,"من صنع الإنسان الشعيرات، وشركة خيوط ونسج الخ","Filaments, Inc. Garne Man-Made & Woven Etc","Συνθετικές ή τεχνητές ίνες, Inc & Νήματα Υφαντά κ.λπ.","Man-Made Filaments, Inc. Yarns & Woven Etc.","Filamentos sintéticos o artificiales, Inc. Hilados y Tejidos Etc.","Filaments synthétiques, Inc. Fils et tissés Etc","איש נימים עשויים, חוטים בע\"מ וארוגים וכו '","फिलामेंट्स, Inc सूत मानव निर्मित और आदि बुना","Filamenti sintetici o artificiali, Inc. Yarns & Woven Etc.","フィラメント株式会社糸を人造＆等を織","필라멘트, 주식 원사를 사람이 만든 & 등 직물","Filamenten, Inc Yarns & Woven Etc","Химические нити, Inc Пряжа и ткани и т.д.","Filamentos sintéticos ou artificiais, Inc. Fios e Tecidos Etc.","Filament, Inc İplikler Man-Made & Etc Dokuma","人造丝，纱线及梭织等"
1296,"Man-Made Staple Fibers, Inc. Yarns Etc.","55",NULL,416,NULL,NULL,NULL,"من صنع الإنسان ألياف، وشركة خيوط إلخ","Man Spinnfasern, Inc. Garne Etc","Man-Made ίνες, Inc Νήματα κ.λπ.","Man-Made Staple Fibers, Inc. Yarns Etc.","Fibras sintéticas o artificiales discontinuas, Inc. Hilos Etc.","Fibres synthétiques ou artificielles discontinues, Inc. Yarns Etc","מעשה ידי אדם סיבים עיקריים, חוטים וכו 'בע\"מ","मानव निर्मित स्टेपल फाइबर, Inc सूत आदि","Fibre sintetiche o artificiali in fiocco, Inc. Filati Etc.","人造繊維の短繊維、株式会社糸等","인간이 만든 스테이플 섬유, 주식 원사 등","Synthetische of kunstmatige stapelvezels, Inc Yarns Etc","Человек химических волокон, Inc пряжа и т.д.","Man-Made fibras, Inc. Fios Etc.","Man-Made Elyaf, Inc İplikler vb","人造短纤维，公司纱线等。"
1298,"Carpets & Other Textile Floor Coverings","57",NULL,416,NULL,NULL,NULL,"سجاد ونصوص أخرى. أغطية الأرضيات","Teppiche und andere Text. Bodenbeläge","Χαλιά και άλλα κείμενα. Επενδύσεις Δαπέδων","Carpets & Other Text. Floor Coverings","Alfombras y otro texto. Floor Coverings","Tapis et tout autre texte. Revêtements de sol","שטיחים וטקסט אחר. כיסויי רצפה","कालीन और अन्य पाठ. तल Coverings","Tappeti & altro testo. Rivestimenti per pavimenti","カーペット＆その他のテキスト。床仕上げ材","카펫 및 기타 텍스트입니다. 바닥 깔개","Tapijten & Overige tekst. Vloerbedekking","Ковры и другой текст. Напольные покрытия","Tapetes e outro texto. Revestimentos para pavimentos","Halılar ve Diğer metin. Zemin Kaplamaları","地毯及其他文字。地板铺装"
